,artist,danceability,date,energy,featuring,genre,key,mode,rank,spotifyID,tempo,timesignature,track,valence
93,Brenda Lee,0.477,1973-03-31,0.275,none,adult standards,8.0,1.0,94,52xsKlgKMEVzWI8Xi05ocQ,79.031,4.0,Nobody Wins,0.367
94,Don Fardon,2.0,1973-03-31,2.0,none,NA,2.0,2.0,95,NA,2.0,2.0,Delta Queen,2.0
95,Bee Gees,0.432,1973-03-31,0.354,none,disco,9.0,1.0,96,5JFT06fmzJa1eCYx4gszX0,111.056,4.0,Saw A New Morning,0.201
96,Gunhill Road,2.0,1973-03-31,2.0,none,NA,2.0,2.0,97,NA,2.0,2.0,Back When My Hair Was Short,2.0
97,The J. Geils Band,0.601,1973-03-31,0.531,none,album rock,0.0,1.0,98,100LcDDP2l9F43MgOVnzrg,117.676,4.0,Give It To Me,0.818
98,Billy Preston,0.689,1973-03-31,0.871,none,funk,1.0,1.0,99,5YLVhkyMsAuYKOKihHJo21,98.396,4.0,Will It Go Round In Circles,0.898
99,Nolan Porter,0.764,1973-03-31,0.573,none,northern soul,9.0,0.0,100,3X9MzewfAXyBbdPuWQDJUa,123.328,4.0,If I Could Only Be Sure,0.806
0,Vicki Lawrence,0.455,1973-04-07,0.417,none,NA,5.0,0.0,1,2VRpkHq6V8aiqdPsQqWI3e,172.015,4.0,The Night The Lights Went Out In Georgia,0.611
1,Gladys Knight And The Pips,0.525,1973-04-07,0.407,none,adult standards,5.0,1.0,2,76Gcy0ltMutGaK8oizgdrF,140.52,4.0,Neither One Of Us (Wants To Be The First To Say Goodbye),0.67
2,Roberta Flack,0.477,1973-04-07,0.381,none,adult standards,5.0,0.0,3,3gsCAGsWr6pUm1Vy7CPPob,121.568,4.0,Killing Me Softly With His Song,0.329
3,Four Tops,0.54,1973-04-07,0.553,none,adult standards,9.0,0.0,4,2mhFroJn2fNDzWc7DUHSVR,98.785,4.0,Ain't No Woman (Like The One I've Got),0.874
4,The Stylistics,0.582,1973-04-07,0.299,none,adult standards,4.0,1.0,5,1F3n7rwgq0v4d2iW6IyV74,79.422,3.0,Break Up To Make Up,0.322
5,Dawn ,0.559,1973-04-07,0.615,Tony Orlando,NA,5.0,1.0,6,12UzVR0M7asW2MHAZRJk0I,87.601,4.0,Tie A Yellow Ribbon Round The Ole Oak Tree,0.68
6,Carpenters,0.488,1973-04-07,0.282,none,adult standards,3.0,1.0,7,1W0eyV8mC2IaGkYEbeUpJy,139.905,4.0,Sing,0.329
7,Anne Murray,0.512,1973-04-07,0.379,none,adult standards,11.0,0.0,8,5lQxMlCMTzCj3j4vyzdl8T,144.687,4.0,Danny's Song,0.522
8,Deodato,0.448,1973-04-07,0.763,none,bossa nova jazz,0.0,1.0,9,6ywm0ilJ9ItgXRDg0yrJP1,117.938,4.0,Also Sprach Zarathustra (2001),0.513
9,War,0.849,1973-04-07,0.84,none,classic soul,9.0,0.0,10,5DvGqOJAB0OUDc8R9cLN3H,141.763,4.0,The Cisco Kid,0.96
